study_id,source,sheet,field,run1,run2,type,key,row,fields,check,status,detail,issue,field_or_row,explanation,suggested_fix,reviewer_decision,corrected_value
hong-2018,consensus,prevalence,,,,only_in_run1,"['low grip strength', 'dysmobility syndrome']","{'Outcome': 'Low grip strength', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 201, 'Cases_Unexp': 177, 'Controls_Exp': 72, 'Controls_Unexp': 919, 'Total_Cases': 378, 'Total_Controls': 991, 'P': '<0.001', 'Prevalence_pct': '74 vs 16', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['falls in the preceding year', 'dysmobility syndrome']","{'Outcome': 'Falls in the preceding year', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 152, 'Cases_Unexp': 164, 'Controls_Exp': 121, 'Controls_Unexp': 932, 'Total_Cases': 316, 'Total_Controls': 1053, 'P': '<0.001', 'Prevalence_pct': '56 vs 15', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['low lean mass', 'dysmobility syndrome']","{'Outcome': 'Low lean mass', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 150, 'Cases_Unexp': 129, 'Controls_Exp': 123, 'Controls_Unexp': 967, 'Total_Cases': 279, 'Total_Controls': 1090, 'P': '<0.001', 'Prevalence_pct': '55 vs 12', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['high fat mass', 'dysmobility syndrome']","{'Outcome': 'High fat mass', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 102, 'Cases_Unexp': 152, 'Controls_Exp': 171, 'Controls_Unexp': 944, 'Total_Cases': 254, 'Total_Controls': 1115, 'P': '<0.001', 'Prevalence_pct': '37 vs 14', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['low tug performance', 'dysmobility syndrome']","{'Outcome': 'Low TUG performance', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 134, 'Cases_Unexp': 105, 'Controls_Exp': 139, 'Controls_Unexp': 991, 'Total_Cases': 239, 'Total_Controls': 1130, 'P': '<0.001', 'Prevalence_pct': '49 vs 10', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['self-reported non-vertebral fracture', 'dysmobility syndrome']","{'Outcome': 'Self-reported non-vertebral fracture', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 44, 'Cases_Unexp': 103, 'Controls_Exp': 229, 'Controls_Unexp': 993, 'Total_Cases': 147, 'Total_Controls': 1222, 'P': '0.017', 'Prevalence_pct': '16 vs 9', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['at risk of malnutrition', 'dysmobility syndrome']","{'Outcome': 'At risk of malnutrition', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 86, 'Cases_Unexp': 174, 'Controls_Exp': 187, 'Controls_Unexp': 922, 'Total_Cases': 260, 'Total_Controls': 1109, 'P': '<0.001', 'Prevalence_pct': '32 vs 16', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['malnourished', 'dysmobility syndrome']","{'Outcome': 'Malnourished', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 8, 'Cases_Unexp': 10, 'Controls_Exp': 265, 'Controls_Unexp': 1086, 'Total_Cases': 18, 'Total_Controls': 1351, 'P': '<0.001', 'Prevalence_pct': '3 vs 1', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['hepa active', 'dysmobility syndrome']","{'Outcome': 'HEPA active', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 63, 'Cases_Unexp': 354, 'Controls_Exp': 210, 'Controls_Unexp': 742, 'Total_Cases': 417, 'Total_Controls': 952, 'P': '<0.001', 'Prevalence_pct': '23 vs 32', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['minimally active', 'dysmobility syndrome']","{'Outcome': 'Minimally active', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 129, 'Cases_Unexp': 547, 'Controls_Exp': 144, 'Controls_Unexp': 549, 'Total_Cases': 676, 'Total_Controls': 693, 'P': '<0.001', 'Prevalence_pct': '47 vs 50', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['inactive', 'dysmobility syndrome']","{'Outcome': 'Inactive', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 81, 'Cases_Unexp': 195, 'Controls_Exp': 192, 'Controls_Unexp': 901, 'Total_Cases': 276, 'Total_Controls': 1093, 'P': '<0.001', 'Prevalence_pct': '30 vs 18', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['hypertension', 'dysmobility syndrome']","{'Outcome': 'Hypertension', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 144, 'Cases_Unexp': 544, 'Controls_Exp': 129, 'Controls_Unexp': 552, 'Total_Cases': 688, 'Total_Controls': 681, 'P': '0.357', 'Prevalence_pct': '53 vs 50', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['diabetes', 'dysmobility syndrome']","{'Outcome': 'Diabetes', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 67, 'Cases_Unexp': 211, 'Controls_Exp': 206, 'Controls_Unexp': 885, 'Total_Cases': 278, 'Total_Controls': 1091, 'P': '0.052', 'Prevalence_pct': '25 vs 20', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['degenerative arthritis', 'dysmobility syndrome']","{'Outcome': 'Degenerative arthritis', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 95, 'Cases_Unexp': 281, 'Controls_Exp': 178, 'Controls_Unexp': 815, 'Total_Cases': 376, 'Total_Controls': 993, 'P': '0.002', 'Prevalence_pct': '35 vs 26', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['hospitalization during last year', 'dysmobility syndrome']","{'Outcome': 'Hospitalization during last year', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 45, 'Cases_Unexp': 105, 'Controls_Exp': 228, 'Controls_Unexp': 991, 'Total_Cases': 150, 'Total_Controls': 1219, 'P': '0.001', 'Prevalence_pct': '17 vs 10', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['cognitive impairment', 'dysmobility syndrome']","{'Outcome': 'Cognitive impairment', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 126, 'Cases_Unexp': 339, 'Controls_Exp': 147, 'Controls_Unexp': 757, 'Total_Cases': 465, 'Total_Controls': 904, 'P': '<0.001', 'Prevalence_pct': '46 vs 31', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run1,"['anemia', 'dysmobility syndrome']","{'Outcome': 'Anemia', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 39, 'Cases_Unexp': 89, 'Controls_Exp': 234, 'Controls_Unexp': 1007, 'Total_Cases': 128, 'Total_Controls': 1241, 'P': '0.002', 'Prevalence_pct': '14 vs 8', 'Notes': None}",,,,,,,,,,
hong-2018,consensus,prevalence,,,,only_in_run2,"['non-vertebral fracture', 'dysmobility syndrome']","{'Outcome': 'Non-vertebral fracture', 'Exposure': 'Dysmobility syndrome', 'Cases_Exp': 44, 'Cases_Unexp': 103, 'Controls_Exp': 229, 'Controls_Unexp': 993, 'Total_Cases': 147, 'Total_Controls': 1222, 'P': '0.017', 'Prevalence_pct': '16 vs 9', 'Notes': None}",,,,,,,,,,
hong-2021,consensus,study,Population,"290,013 Korean adults (men, n=158,426; women, n=131,587) aged ≥ 50 years, from a national representative random sample.",Korean adults aged ≥ 50 years from the NHIS-HEALS database,,,,,,,,,,,,,
hong-2021,consensus,study,Quality_Notes,"Body composition was assessed using anthropometric prediction equations, not direct measurements like DXA, which may introduce estimation bias.",,,,,,,,,,,,,,
hong-2021,consensus,study,Follow_up_Period,3 years for osteoporotic fracture incidence.,3 years,,,,,,,,,,,,,
hong-2021,consensus,study,Sarcopenia_Definition,"Not applicable, the study analyzed predicted body composition indices (pLBMI, pASMI, pBFMI) by quintiles, rather than defining sarcopenia with specific cutoffs. The indices were calculated using anthropometric prediction equations.","Not applicable; the study evaluated body composition indices (pLBMI, pASMI, pBFMI) rather than diagnosing sarcopenia.",,,,,,,,,,,,,
hong-2021,consensus,study,muscle_cutoff_source,study-specific,not_applicable,,,,,,,,,,,,,
hong-2021,consensus,study,sarcopenia_components,mass_only,not_applicable,,,,,,,,,,,,,
hong-2021,consensus,study,Time_Period,Participants registered for national health examinations from 2009 to 2010. Follow-up data from 1 January 2011 to 31 December 2013.,Recruitment: 2009-2010; Follow-up: 1 January 2011 to 31 December 2013,,,,,,,,,,,,,
hong-2021,consensus,study,Fracture_Type,"Osteoporotic fractures defined by ICD-10 codes: S22.0 (thoracic spine fracture), S22.1 (multiple thoracic spine fractures), S32.0 (lumbar spine fracture), M48.4 (fatigue fracture of a vertebra), M48.5 (collapsed vertebra) for spine fracture; S72.0 (femur neck fracture), S72.1 (trochanteric fracture), S52.5 (distal radius fracture), S52.6 (combined distal ulnar and radius fracture), S42.2 (proximal humerus fracture), S42.3 (fractured shaft of the humerus) for non-spine fracture. No specific grading method stated.","Osteoporotic fractures defined by ICD-10 codes (S22.0, S22.1, S32.0, M48.4, M48.5 for spine; S72.0, S72.1, S52.5, S52.6, S42.2, S42.3 for non-spine)",,,,,,,,,,,,,
hong-2021,consensus,groups,,,,only_in_run1,['total'],"{'Group': 'Total', 'N': 290013, 'Female_N': 131587, 'Mean_Age': None, 'SD_Age': None, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'plbmi', 'men']","{'Modality': 'Predicted', 'Metric': 'pLBMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 18.2, 'SD': 1.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted lean body mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'plbmi', 'women']","{'Modality': 'Predicted', 'Metric': 'pLBMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 15.7, 'SD': 1.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted lean body mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'pasmi', 'men']","{'Modality': 'Predicted', 'Metric': 'pASMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 7.9, 'SD': 0.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted appendicular skeletal muscle index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'pasmi', 'women']","{'Modality': 'Predicted', 'Metric': 'pASMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 6.3, 'SD': 0.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted appendicular skeletal muscle index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'pbfmi', 'men']","{'Modality': 'Predicted', 'Metric': 'pBFMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 5.6, 'SD': 1.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted body fat mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run1,"['predicted', 'pbfmi', 'women']","{'Modality': 'Predicted', 'Metric': 'pBFMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 8.2, 'SD': 1.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted body fat mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'plbmi', 'men']","{'Modality': 'Anthropometry', 'Metric': 'pLBMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 18.2, 'SD': 1.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted lean body mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'plbmi', 'women']","{'Modality': 'Anthropometry', 'Metric': 'pLBMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 15.7, 'SD': 1.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted lean body mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'pasmi', 'men']","{'Modality': 'Anthropometry', 'Metric': 'pASMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 7.9, 'SD': 0.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted appendicular skeletal muscle index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'pasmi', 'women']","{'Modality': 'Anthropometry', 'Metric': 'pASMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 6.3, 'SD': 0.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted appendicular skeletal muscle index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'pbfmi', 'men']","{'Modality': 'Anthropometry', 'Metric': 'pBFMI', 'Unit': 'kg/m2', 'Group': 'Men', 'N': 158426, 'Value': 5.6, 'SD': 1.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted body fat mass index'}",,,,,,,,,,
hong-2021,consensus,muscle,,,,only_in_run2,"['anthropometry', 'pbfmi', 'women']","{'Modality': 'Anthropometry', 'Metric': 'pBFMI', 'Unit': 'kg/m2', 'Group': 'Women', 'N': 131587, 'Value': 8.2, 'SD': 1.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Predicted body fat mass index'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'plbmi (1st quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pLBMI (1st quintile)', 'Analysis': 'Multivariable', 'Effect': 1.0, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'plbmi (2nd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pLBMI (2nd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.76, 'CI_Lower': 0.66, 'CI_Upper': 0.87, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'plbmi (3rd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pLBMI (3rd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.62, 'CI_Lower': 0.51, 'CI_Upper': 0.76, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'plbmi (4th quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pLBMI (4th quintile)', 'Analysis': 'Multivariable', 'Effect': 0.6, 'CI_Lower': 0.46, 'CI_Upper': 0.77, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'plbmi (5th quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pLBMI (5th quintile)', 'Analysis': 'Multivariable', 'Effect': 0.63, 'CI_Lower': 0.47, 'CI_Upper': 0.83, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pasmi (1st quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pASMI (1st quintile)', 'Analysis': 'Multivariable', 'Effect': 1.0, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pasmi (2nd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pASMI (2nd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.68, 'CI_Lower': 0.59, 'CI_Upper': 0.78, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pasmi (3rd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pASMI (3rd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.63, 'CI_Lower': 0.51, 'CI_Upper': 0.76, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pasmi (4th quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pASMI (4th quintile)', 'Analysis': 'Multivariable', 'Effect': 0.55, 'CI_Lower': 0.43, 'CI_Upper': 0.71, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pasmi (5th quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pASMI (5th quintile)', 'Analysis': 'Multivariable', 'Effect': 0.62, 'CI_Lower': 0.47, 'CI_Upper': 0.82, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pbfmi (1st quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pBFMI (1st quintile)', 'Analysis': 'Multivariable', 'Effect': 1.0, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pbfmi (2nd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pBFMI (2nd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.85, 'CI_Lower': 0.74, 'CI_Upper': 0.97, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
hong-2021,consensus,or,,,,only_in_run1,"['total fracture', 'pbfmi (3rd quintile)', 'multivariable']","{'Outcome': 'Total fracture', 'Predictor': 'pBFMI (3rd quintile)', 'Analysis': 'Multivariable', 'Effect': 0.78, 'CI_Lower': 0.65, 'CI_Upper': 0.93, 'P_Value': 'not reported', 'Covariates': 'age, income, physical activity, smoking, alcohol consumption, systolic blood pressure, fasting serum glucose, total cholesterol, Charlson Comorbidity Index, body mass index', 'Notes': 'Men; aHR (95% CI) compared to 1st quintile (reference)'}",,,,,,,,,,
